link,rest_name,rest_type,loc,dine_rating,dine_reviews,delivery_rating,delivery_reviews,cuisine,cost,liked
https://www.zomato.com/pune/good-food-kitchen-bhosari,"Good Food Kitchen
                                    ",NA,Bhosari,,,,,"Maharashtrian,North Indian,",500,
https://www.zomato.com/pune/hotel-om-sai-talegaon,"Hotel Om Sai
                                    ",NA,Talegaon,,,,,"Fast Food,",150,
https://www.zomato.com/pune/vikas-family-restaurant-1-lohegaon,"Vikas Family Restaurant
                                    ",Quick Bites,Lohegaon,,,,,"Chinese,North Indian,",300,
https://www.zomato.com/pune/bourbon-bliss-bavdhan,"Bourbon Bliss
                                    ",NA,Bavdhan,,,,,"Wraps,Fast Food,",200,
https://www.zomato.com/pune/mrunal-misal-house-pimpri,"Mrunal Misal House
                                    ",Quick Bites,Pimpri,,,,,"Street Food,",100,
https://www.zomato.com/pune/indian-food-company-kalyani-nagar,"Indian Food Company
                                    ",NA,Kalyani Nagar,3.2,811,,,"Maharashtrian,North Indian,",500,"Rolls, Chicken Biryani, Kathi Roll"
https://www.zomato.com/pune/rustic-pizzeria-lohegaon,"Rustic Pizzeria
                                    ",NA,Lohegaon,3.8,11,,,"Pizza,",400,
https://www.zomato.com/pune/mega-bite-hinjawadi,"Mega Bite
                                    ",Quick Bites,Hinjawadi,,,,,"Street Food,South Indian,",200,
https://www.zomato.com/pune/mad-eats-wakad,"Mad Eats
                                    ",NA,Wakad,3.9,123,,,"Mughlai,North Indian,",550,"Momos, Chicken Momo, Singapore Noodles, Noodle, Hakka Noodles"
https://www.zomato.com/pune/sahyadri-bhojnalaya-hadapsar,"Sahyadri Bhojnalaya
                                    ",Quick Bites,Hadapsar,,,,,"Street Food,South Indian,North Indian,",350,
https://www.zomato.com/pune/fusion-kitchen-wadgaon-sheri,"Fusion Kitchen
                                    ",NA,Wadgaon Sheri,,,,,"Fast Food,Chinese,",400,
https://www.zomato.com/pune/hotel-kanchan-veg-non-veg-biryani-wagholi,"Hotel Kanchan Veg Non Veg & Biryani
                                    ",Quick Bites,Wagholi,,,,,"North Indian,Maharashtrian,",500,
https://www.zomato.com/pune/whispering-windows-lonavala,"Whispering Windows
                                    ","Casual Dining,Bar","Valvan Village Resort, Lonavala",,,,,"Malwani,Maharashtrian,North Indian,Finger Food,","1,500",
https://www.zomato.com/pune/chinese-to-china-hinjawadi,"Chinese To China
                                    ",NA,Hinjawadi,3.8,90,,,"Chinese,",400,
https://www.zomato.com/pune/bakers-lavazza-camp-area,"Bakers Lavazza
                                    ",Bakery,Camp Area,,,,,"Bakery,",600,
https://www.zomato.com/pune/eathome-hadapsar,"Eathome
                                    ",NA,Hadapsar,,,,,"Maharashtrian,North Indian,",200,
https://www.zomato.com/pune/hotel-gavathi-bhugaon,"Hotel Gavathi
                                    ",Dhaba,Bhugaon,,,,,"North Indian,",300,
https://www.zomato.com/pune/pizzerio-dhanori,"Pizzerio
                                    ",NA,Dhanori,,,,,"Fast Food,",300,
https://www.zomato.com/pune/kolhapuri-khasiyat-karve-nagar,"Kolhapuri Khasiyat
                                    ",Casual Dining,Karve Nagar,,,,,"Maharashtrian,Malwani,Chinese,North Indian,",700,
https://www.zomato.com/pune/dreams-and-streams-bavdhan,"Dreams And Streams
                                    ",NA,Bavdhan,,,,,"Rolls,Fast Food,",200,
https://www.zomato.com/pune/samadhan-1-pimple-saudagar,"Samadhan
                                    ",NA,Pimple Saudagar,,,,,"Maharashtrian,",400,
https://www.zomato.com/pune/lambodar-swayampak-ghar-kothrud,"Lambodar Swayampak Ghar
                                    ",NA,Kothrud,,,,,"Beverages,Maharashtrian,",250,
https://www.zomato.com/pune/varsu-dhaba-lonavala,"Varsu Dhaba
                                    ",Dhaba,Lonavala,2,4,,,"Mughlai,Chinese,Malwani,North Indian,",600,
https://www.zomato.com/pune/fossil-food-aundh,"Fossil Food
                                    ",NA,Aundh,,,,,"North Indian,Maharashtrian,",650,
https://www.zomato.com/pune/fossil-food-aundh,"Fossil Food
                                    ",NA,Aundh,,,,,"North Indian,Maharashtrian,",650,
https://www.zomato.com/pune/fossil-food-aundh,"Fossil Food
                                    ",NA,Aundh,,,,,"North Indian,Maharashtrian,",650,
https://www.zomato.com/pune/fossil-food-aundh,"Fossil Food
                                    ",NA,Aundh,,,,,"North Indian,Maharashtrian,",650,
https://www.zomato.com/pune/aaradhya-veg-non-veg-sinhgad-road,"Aaradhya Veg Non-veg
                                    ",Quick Bites,Sinhgad Road,3.7,20,,,"Chinese,North Indian,",600,
https://www.zomato.com/pune/hotel-new-shivneri-yerawada,"Hotel New Shivneri
                                    ",Quick Bites,Yerawada,,,,,"Chinese,North Indian,",500,
https://www.zomato.com/pune/gourmade-with-love-camp-area,"Gourmade With Love
                                    ",NA,Camp Area,4.2,46,,,"Healthy Food,",700,
https://www.zomato.com/pune/hotel-suraj-chinchwad,"Hotel Suraj
                                    ",Casual Dining,Chinchwad,,,,,"South Indian,Chinese,North Indian,",500,
https://www.zomato.com/pune/vintage-thali-mundhwa,"Vintage Thali
                                    ",NA,Mundhwa,,,,,"North Indian,",200,
https://www.zomato.com/pune/dakshin-davangiri-dosa-wakad,"Dakshin Davangiri Dosa
                                    ",Food Court,Wakad,,,,,"South Indian,",200,
https://www.zomato.com/pune/hotel-satyashri-pimple-saudagar,"Hotel Satyashri
                                    ",Quick Bites,Pimple Saudagar,,,,,"Street Food,",100,
https://www.zomato.com/pune/nashta-xpress-by-sk-wadewale-1-kharadi,"Nashta Xpress by SK Wadewale
                                    ",Quick Bites,Kharadi,,,,,"Street Food,",100,
https://www.zomato.com/pune/bluhill-family-restaurant-pimple-saudagar,"Bluhill Family Restaurant
                                    ",Casual Dining,Pimple Saudagar,,,,,"Afghan,Seafood,Maharashtrian,Hyderabadi,Biryani,",600,
https://www.zomato.com/pune/the-jumbo-king-camp-area,"The Jumbo King
                                    ",NA,Camp Area,,,,,"Fast Food,Burger,",200,
https://www.zomato.com/pune/shabana-bakery-kitchen-wadgaon-sheri,"Shabana Bakery & Kitchen
                                    ",NA,Wadgaon Sheri,,,,,"Chinese,Fast Food,",300,
https://www.zomato.com/pune/fruit-county-lonavala,"Fruit County
                                    ",NA,Lonavala,,,,,"Beverages,",250,
https://www.zomato.com/pune/greedys-cafe-kothrud,"Greedy's Cafe
                                    ",Quick Bites,Kothrud,,,,,"Street Food,Fast Food,",400,
https://www.zomato.com/pune/mh12-chatkaara-hadapsar,"MH12 Chatkaara
                                    ",Quick Bites,Hadapsar,,,,,"South Indian,Chinese,",250,
https://www.zomato.com/pune/the-noodle-xprs-hinjawadi,"The Noodle Xprs
                                    ",NA,Hinjawadi,,,,,"Chinese,",350,
https://www.zomato.com/pune/mealo-in-shivaji-nagar,"Mealo.in
                                    ",NA,Shivaji Nagar,,,,,"Maharashtrian,North Indian,",250,
https://www.zomato.com/pune/khandeshi-bharit-katta-bhosari,"Khandeshi Bharit Katta
                                    ",Quick Bites,Bhosari,,,,,"Maharashtrian,",300,
https://www.zomato.com/pune/naad-paan-shop-karve-nagar,"Naad Paan Shop
                                    ",Paan Shop,Karve Nagar,,,,,"Paan,",150,
https://www.zomato.com/pune/kranous-pizza-sinhgad-road,"Kranous Pizza
                                    ",NA,Sinhgad Road,,,,,"Pizza,",300,
https://www.zomato.com/pune/purani-delhi-hinjawadi,"Purani Delhi
                                    ",NA,Hinjawadi,,,,,"Chinese,North Indian,",400,
https://www.zomato.com/pune/oriental-nigdi,"Oriental
                                    ",Quick Bites,Nigdi,,,,,"Maharashtrian,South Indian,Chinese,",200,
https://www.zomato.com/pune/olivebowl-yerawada,"Olivebowl
                                    ",NA,Yerawada,,,,,"Salad,Fast Food,",300,
https://www.zomato.com/pune/amrut-bhel-shivapur,"Shree Prasad Bhel
                                    ",Quick Bites,Shivapur,,,,,"Street Food,",200,
https://www.zomato.com/pune/salad-box-kondhwa,"Salad Box
                                    ",NA,Kondhwa,,,,,"Salad,",300,
https://www.zomato.com/pune/house-of-sandwich-parvati,"House of Sandwich
                                    ",Quick Bites,Parvati,,,,,"Sandwich,",200,
https://www.zomato.com/pune/24momos-in-kothrud,"24Momos.in
                                    ",NA,Kothrud,3.1,47,,,"Momos,Chinese,",200,
https://www.zomato.com/pune/casa-de-goa-salunkhe-vihar-road,"Casa De Goa
                                    ",Quick Bites,Salunkhe Vihar Road,,,,,"Momos,Goan,Fast Food,",150,
https://www.zomato.com/pune/hakka-wakka-kharadi,"Hakka Wakka
                                    ",NA,Kharadi,,,,,"Chinese,",300,
https://www.zomato.com/pune/absolute-punjab-kharadi,"Absolute Punjab
                                    ",NA,Kharadi,3.7,48,,,"Chinese,North Indian,",600,
https://www.zomato.com/pune/krishna-wadewale-hadapsar,"Krishna Wadewale
                                    ",Quick Bites,Hadapsar,,,,,"Beverages,South Indian,",300,
https://www.zomato.com/pune/instacrave-hadapsar,"Instacrave
                                    ",NA,Hadapsar,,,,,"North Indian,Fast Food,Italian,",750,
https://www.zomato.com/pune/z-plus-hotel-and-caterers-kharadi,"Z Plus Hotel And Caterers
                                    ",Quick Bites,Kharadi,,,,,"Chinese,Maharashtrian,",200,
https://www.zomato.com/pune/lucknowee-kebab-hadapsar,"Lucknowee Kebab
                                    ",NA,Hadapsar,,,,,"North Indian,Mughlai,Kebab,",600,
https://www.zomato.com/pune/tittus-chinese-pimple-saudagar,"Tittus Chinese
                                    ",Quick Bites,Pimple Saudagar,,,,,"Chinese,",300,
https://www.zomato.com/pune/earth-yerawada,"Earth
                                    ",Quick Bites,Yerawada,,,,,"Fast Food,",400,
https://www.zomato.com/pune/the-dream-cafe-bopkhel,"The Dream Cafe
                                    ",Quick Bites,Bopkhel,,,,,"Maharashtrian,",200,
https://www.zomato.com/pune/samruddhi-bhel-wagholi,"Samruddhi Bhel
                                    ",Quick Bites,Wagholi,,,,,"Street Food,",100,
https://www.zomato.com/reservior-hogs,"Reservoir Hogs
                                    ",NA,Viman Nagar,3.2,1311,,,"Pizza,Burger,Chinese,North Indian,Italian,",600,"Burgers, Pasta, Hakka Noodles, Southern Fried Chicken Burger, Fried Rice, Noodle"
https://www.zomato.com/pune/shivam-snacks-center-karve-nagar,"Shivam Snacks Center
                                    ",Quick Bites,Karve Nagar,2.7,14,,,"Street Food,",100,
https://www.zomato.com/pune/delhi-6-viman-nagar,"Delhi 6
                                    ",NA,Viman Nagar,,,,,"North Indian,",300,
https://www.zomato.com/pune/saiba-amruttulya-1-hadapsar,"Saiba Amruttulya
                                    ",Beverage Shop,Hadapsar,,,,,"Street Food,Beverages,Tea,",150,
https://www.zomato.com/pune/obiryani-2-wagholi,"O'Biryani
                                    ",NA,Wagholi,,,,,"Mughlai,North Indian,Hyderabadi,Biryani,",250,
https://www.zomato.com/pune/masarap-nibm-road,"Masarap
                                    ",NA,NIBM Road,,,,,"Biryani,",300,
https://www.zomato.com/pune/yo-cafe-1-hinjawadi,"Yo Cafe
                                    ",Quick Bites,Hinjawadi,,,,,"Beverages,Fast Food,",450,
https://www.zomato.com/pune/salunke-mess-kothrud,"Salunke Mess
                                    ",Mess,Kothrud,,,,,"Fast Food,Biryani,",350,
https://www.zomato.com/pune/hotel-supushp-ravet,"Hotel Supushp
                                    ",Quick Bites,Ravet,,,,,"Chinese,Malwani,Mughlai,North Indian,",500,
https://www.zomato.com/pune/sugras-foods-wakad,"Sugras Foods
                                    ",Casual Dining,Wakad,,,,,"Maharashtrian,",300,
https://www.zomato.com/pune/prakash-snacks-center-deccan-gymkhana,"Prakash Snacks Center
                                    ",Quick Bites,Deccan Gymkhana,,,,,"Street Food,",200,
https://www.zomato.com/pune/biryani-bowl-wadgaon-sheri,"Biryani Bowl
                                    ",NA,Wadgaon Sheri,,,,,"Chinese,North Indian,Biryani,",450,
https://www.zomato.com/pune/cafe-creme-2-sinhgad-road,"Cafe Creme
                                    ","Cafe,Dessert Parlor","Abhiruchi Mall, Sinhgad Road",,,,,"Desserts,Cafe,",300,
https://www.zomato.com/pune/kk-fast-food-pune-solapur-road,"KK Fast Food
                                    ",Quick Bites,Pune-Solapur Road,,,,,"Fast Food,",200,
https://www.zomato.com/pune/sagar-pure-veg-family-restaurant-nibm-road,"Sagar Pure Veg Family Restaurant
                                    ",Quick Bites,NIBM Road,,,,,"North Indian,",500,
https://www.zomato.com/pune/hotel-ravi-camp-area,"Hotel Ravi
                                    ",Quick Bites,Camp Area,3.9,42,,,"South Indian,Chinese,North Indian,",400,
https://www.zomato.com/pune/tandoors-street-ravet,"Tandoors Street
                                    ",NA,Ravet,2.7,41,,,"Rolls,Chinese,North Indian,",400,
https://www.zomato.com/pune/cake-celebration-talegaon,"Cake & Celebration
                                    ",Bakery,Talegaon,,,,,"Bakery,",200,
https://www.zomato.com/pune/shiv-bhojnalaya-baner,"Shiv Bhojnalaya
                                    ",Bhojanalya,Baner,,,,,"North Indian,",300,
https://www.zomato.com/pune/saaddi-rasoi-wakad,"Saaddi Rasoi
                                    ",NA,Wakad,,,,,"North Indian,",300,
https://www.zomato.com/pune/amol-snacks-kalyani-nagar,"Amol Snacks
                                    ",Kiosk,Kalyani Nagar,,,,,"Street Food,",100,
https://www.zomato.com/pune/red-peonies-swargate,"Red Peonies
                                    ",NA,Swargate,,,,,"Desserts,",200,
https://www.zomato.com/pune/the-cake-cream-factory-2-parvati,"The Cake & Cream Factory
                                    ",Bakery,Parvati,,,,,"Bakery,",300,
https://www.zomato.com/pune/shri-krushna-veg-and-non-veg-hadapsar,"Shri Krushna Veg And Non Veg
                                    ",NA,Hadapsar,,,,,"Maharashtrian,Street Food,",400,
https://www.zomato.com/pune/hotel-chandgad-tadka-wagholi,"Hotel Chandgad Tadka
                                    ",Quick Bites,Wagholi,,,,,"Biryani,Chinese,Maharashtrian,North Indian,",800,
https://www.zomato.com/pune/the-arthurs-tandoors-hadapsar,"The Arthur's Tandoor's
                                    ",NA,Hadapsar,,,,,"North Indian,",400,
https://www.zomato.com/pune/harshis-food-corner-yerawada,"Harshi's Food Corner
                                    ",Quick Bites,Yerawada,,,,,"Street Food,South Indian,",300,
https://www.zomato.com/pune/kitchen-night-rider-senapati-bapat-road,"Kitchen Night Rider
                                    ",NA,Senapati Bapat Road,,,,,"Fast Food,Chinese,",300,
https://www.zomato.com/pune/cool-blends-lonavala,"Cool Blends
                                    ",Food Court,"Triose PLaza, Lonavala",,,,,"Juices,Beverages,",400,
https://www.zomato.com/pune/foodeshwar-hinjawadi,"Foodeshwar
                                    ",Quick Bites,Hinjawadi,,,,,"North Indian,Maharashtrian,",350,
https://www.zomato.com/pune/hotel-vishal-2-shivapur,"Hotel Vishal
                                    ",Quick Bites,Shivapur,,,,,"North Indian,Maharashtrian,Chinese,",500,
https://www.zomato.com/pune/hotel-wishwajeet-pure-veg-sinhgad-road,"Hotel Wishwajeet Pure Veg
                                    ",Quick Bites,Sinhgad Road,,,,,"Maharashtrian,North Indian,",300,
https://www.zomato.com/pune/saee-pure-veg-shaniwar-peth,"Saee Pure Veg
                                    ",Quick Bites,Shaniwar Peth,3.9,63,,,"Street Food,Chinese,South Indian,",200,
https://www.zomato.com/pune/garrys-kitchen-hadapsar,"Garry's Kitchen
                                    ",Quick Bites,Hadapsar,,,,,"North Indian,North Eastern,",200,
https://www.zomato.com/pune/mini-dabba-nibm-road,"Mini Dabba
                                    ",NA,NIBM Road,,,,,"North Indian,",400,
https://www.zomato.com/pune/biryani-on-fire-3-hinjawadi,"Biryani On Fire
                                    ",Quick Bites,Hinjawadi,,,,,"Biryani,",400,
https://www.zomato.com/pune/impression-delight-mundhwa,"Impression Delight
                                    ",Quick Bites,Mundhwa,,,,,"Street Food,North Indian,",200,
https://www.zomato.com/pune/the-royal-maratha-baner,"The Royal Maratha
                                    ",Casual Dining,Baner,3.7,399,,,"Kebab,Chinese,North Indian,",450,
https://www.zomato.com/pune/hotel-thakur-ki-haveli-wakad,"Hotel Thakur Ki Haveli
                                    ",Quick Bites,Wakad,2.7,56,,,"North Indian,Street Food,",450,
https://www.zomato.com/pune/vidarbha-zatka-hotel-kothrud,"Vidarbha Zatka Hotel
                                    ",NA,Kothrud,,,,,"Maharashtrian,",400,
https://www.zomato.com/pune/nikhil-restaurant-and-garden-wagholi,"Nikhil Restaurant And Garden
                                    ",Quick Bites,Wagholi,,,,,"Malwani,North Indian,Chinese,",500,
https://www.zomato.com/pune/yok-china-bavdhan,"Yok China
                                    ",NA,Bavdhan,3.6,174,,,"Chinese,",500,
https://www.zomato.com/pune/burger-vs-sandwich-karve-nagar,"Burger VS Sandwich
                                    ",NA,Karve Nagar,,,,,"Beverages,Fast Food,Sandwich,Burger,",300,
https://www.zomato.com/pune/red-chilli-lonavala,"Red Chilli
                                    ",Quick Bites,Lonavala,,,,,"North Indian,",300,
https://www.zomato.com/pune/new-shisha-family-dhaba-lonavala,"New Shisha Family Dhaba
                                    ",Quick Bites,Lonavala,,,,,"Malwani,Chinese,North Indian,",600,
https://www.zomato.com/pune/cravers-1-pimple-saudagar,"Cravers
                                    ",NA,Pimple Saudagar,,,,,"Fast Food,Chinese,North Indian,",350,
https://www.zomato.com/pune/hotel-ndr-bhosari,"Hotel NDR
                                    ",Quick Bites,Bhosari,,,,,"Fast Food,Mughlai,North Indian,Maharashtrian,Chinese,",500,
https://www.zomato.com/pune/salt-pepper-restaurant-cafe-kothrud,"Salt & Pepper Restaurant & Cafe
                                    ",Casual Dining,Kothrud,,,,,"South Indian,North Indian,Maharashtrian,",600,
https://www.zomato.com/pune/caribbean-cafe-1-wakad,"Caribbean Cafe
                                    ",NA,Wakad,3.4,252,,,"Beverages,Sandwich,Burger,",300,
https://www.zomato.com/pune/a1-famous-caterers-aundh,"A1 Famous Caterers
                                    ",Quick Bites,Aundh,3.9,83,,,"North Indian,Biryani,",300,
https://www.zomato.com/pune/chai-bar-aundh,"Chai Bar
                                    ",NA,Aundh,,,,,"Fast Food,Beverages,",100,
https://www.zomato.com/pune/the-niks-cafe-tilak-road,"The Niks Cafe
                                    ",Quick Bites,Tilak Road,,,,,"Fast Food,",300,
https://www.zomato.com/pune/golden-spoon-sinhgad-road,"Golden Spoon
                                    ",NA,Sinhgad Road,,,,,"Desserts,North Indian,Chinese,Biryani,",300,
https://www.zomato.com/pune/rudra-juice-bar-wakad,"Rudra Juice Bar
                                    ","Beverage Shop,Quick Bites",Wakad,,,,,"Fast Food,Beverages,",300,
https://www.zomato.com/pune/cafe-mint-lavale,"Cafe Mint
                                    ",Quick Bites,Lavale,,,,,"North Indian,Mughlai,Chinese,",400,
https://www.zomato.com/pune/boxway-1-wakad,"Boxway
                                    ",NA,Wakad,3.6,43,,,"Maharashtrian,",250,
https://www.zomato.com/pune/hotel-sumbran-bhosari,"Hotel Sumbran
                                    ",Quick Bites,Bhosari,,,,,"North Indian,",500,
https://www.zomato.com/pune/shrinathji-icecream-shivane,"Shrinathji Icecream
                                    ",Dessert Parlor,Shivane,,,,,"Ice Cream,",150,
https://www.zomato.com/pune/the-crispy-bites-kitchen-3-mundhwa,"The Crispy Bites Kitchen
                                    ",NA,Mundhwa,,,,,"Momos,Fast Food,Burger,",150,
https://www.zomato.com/pune/unity-kitchen-nibm-road,"Unity Kitchen
                                    ",NA,NIBM Road,3.9,38,,,"Fast Food,",300,
https://www.zomato.com/pune/the-rasoi-pure-veg-dining-room-kharadi,"The Rasoi, Pure Veg Dining Room
                                    ",Quick Bites,Kharadi,,,,,"North Indian,",150,
https://www.zomato.com/pune/samarth-chinese-food-and-family-restaurant-chinchwad,"Samarth Chinese Food and Family Restaurant
                                    ",Quick Bites,Chinchwad,,,,,"Chinese,",200,
https://www.zomato.com/pune/d-a-foods-hadapsar,"D A Foods
                                    ",Quick Bites,Hadapsar,,,,,"Fast Food,Street Food,",300,
https://www.zomato.com/pune/world-of-rolls-tilak-road,"World Of Rolls
                                    ",NA,Tilak Road,,,,,"Rolls,",200,
https://www.zomato.com/pune/bowl-na-hadapsar,"Bowl Na!
                                    ",NA,Hadapsar,2.5,46,,,"Beverages,Desserts,North Indian,Mughlai,Biryani,",200,
https://www.zomato.com/pune/raje-bhosale-pimpri,"Raje Bhosale
                                    ",Quick Bites,Pimpri,,,,,"South Indian,",350,
https://www.zomato.com/pune/la-cheezy-chandan-nagar,"La Cheezy
                                    ",Quick Bites,Chandan Nagar,,,,,"Beverages,Fast Food,Pizza,",400,
https://www.zomato.com/pune/peckish-cafe-khadki,"Peckish Cafe
                                    ",Cafe,Khadki,,,,,"Cafe,",250,
https://www.zomato.com/pune/kanak-veg-non-veg-aundh,"Kanak Veg Non Veg
                                    ",Quick Bites,Aundh,,,,,"Chinese,North Indian,",500,
https://www.zomato.com/pune/rose-cafe-hadapsar,"Rose Cafe
                                    ",NA,Hadapsar,,,,,"Beverages,Italian,Fast Food,",200,
https://www.zomato.com/pune/chai-garam-nibm-road,"Chai Garam
                                    ",Food Court,"Dorabjee Mall, NIBM Road, Pune",,,,,"Tea,Beverages,Fast Food,",250,
https://www.zomato.com/pune/chinese-bowl-magarpatta,"Chinese Bowl
                                    ",Quick Bites,"Destination Centre, Magarpatta",,,,,"Chinese,",350,
https://www.zomato.com/pune/curry-culture-kothrud,"Curry Culture
                                    ",NA,Kothrud,,,,,"North Indian,",350,
https://www.zomato.com/pune/hotel-golden-burger-house-chinchwad,"Hotel Golden Burger House
                                    ",NA,Chinchwad,3,17,,,"Fast Food,",350,
https://www.zomato.com/pune/king-of-paratha-baner,"King Of Paratha
                                    ",NA,Baner,3.7,113,,,"North Indian,",300,
https://www.zomato.com/pune/cravers-hub-viman-nagar,"Cravers Hub
                                    ",NA,Viman Nagar,3.1,108,,,"North Indian,",500,
https://www.zomato.com/pune/24foods-in-1-kharadi,"24foods.in
                                    ",Quick Bites,Kharadi,,,,,"Fast Food,Burger,",300,
https://www.zomato.com/pune/nutriknock-pvt-ltd-hadapsar,"NutriKnock Pvt. Ltd.
                                    ",NA,Hadapsar,,,,,"South Indian,Maharashtrian,North Indian,",400,
https://www.zomato.com/pune/shree-ganesh-fast-food-1-kothrud,"Shree Ganesh Fast Food
                                    ",Quick Bites,Kothrud,,,,,"South Indian,",150,
https://www.zomato.com/pune/shreya-snacks-centre-baner,"Shreya Snacks Centre
                                    ",Quick Bites,Baner,,,,,"South Indian,",100,
https://www.zomato.com/pune/feeding-fox-2-lohegaon,"Feeding Fox
                                    ",NA,Lohegaon,,,,,"Fast Food,",150,
https://www.zomato.com/pune/hotel-rajdhani-viman-nagar,"Hotel Rajdhani
                                    ",NA,Viman Nagar,,,,,"South Indian,",300,
https://www.zomato.com/pune/hotel-rajdhani-viman-nagar,"Hotel Rajdhani
                                    ",NA,Viman Nagar,,,,,"South Indian,",300,
https://www.zomato.com/pune/hotel-rajdhani-viman-nagar,"Hotel Rajdhani
                                    ",NA,Viman Nagar,,,,,"South Indian,",300,
https://www.zomato.com/pune/hotel-rajdhani-viman-nagar,"Hotel Rajdhani
                                    ",NA,Viman Nagar,,,,,"South Indian,",300,
https://www.zomato.com/pune/trupti-hotel-chinchwad,"Trupti Hotel
                                    ",Quick Bites,Chinchwad,,,,,"North Indian,",100,
https://www.zomato.com/pune/jara-hatke-erandwane,"Jara Hatke
                                    ",Casual Dining,Erandwane,,,,,"Sandwich,Maharashtrian,",350,
https://www.zomato.com/pune/royal-chinese-center-and-biryani-house-hinjawadi,"Royal Chinese Center And Biryani House
                                    ",Quick Bites,Hinjawadi,,,,,"Biryani,Chinese,",300,
https://www.zomato.com/pune/madhushala-bar-and-restaurant-dhankawadi,"Madhushala Bar and Restaurant
                                    ",Bar,Dhankawadi,,,,,"Chinese,North Indian,",800,
https://www.zomato.com/pune/suprabhat-idli-point-wagholi,"Suprabhat Idli Point
                                    ",Quick Bites,Wagholi,,,,,"South Indian,",100,
https://www.zomato.com/pune/insta-caffe-hinjawadi,"Insta Caffe
                                    ",Quick Bites,Hinjawadi,,,,,"Fast Food,Cafe,Street Food,",300,
https://www.zomato.com/pune/indi-tadka-viman-nagar,"Indi Tadka
                                    ",NA,Viman Nagar,3.1,212,,,"North Indian,Chinese,Biryani,",500,
https://www.zomato.com/pune/mummy-ki-rasoi-dhole-patil-road,"Mummy Ki Rasoi
                                    ",NA,Dhole Patil Road,,,,,"Malwani,North Indian,",200,
https://www.zomato.com/pune/veer-da-dhaba-vishrantwadi,"Veer Da Dhaba
                                    ",Quick Bites,Vishrantwadi,,,,,"North Indian,",300,
https://www.zomato.com/pune/food-hub-bibvewadi,"Food Hub
                                    ",NA,Bibvewadi,,,,,"Fast Food,",200,
https://www.zomato.com/pune/mauli-bhel-bhosari,"Mauli Bhel
                                    ",Quick Bites,Bhosari,,,,,"Fast Food,",100,
https://www.zomato.com/pune/south-mouth-ravet,"South Mouth
                                    ",Quick Bites,Ravet,,,,,"Chinese,Fast Food,South Indian,North Indian,",400,
https://www.zomato.com/pune/prabhu-coffee-shop-wakad,"Prabhu Coffee Shop
                                    ",Beverage Shop,Wakad,,,,,"Beverages,",150,
https://www.zomato.com/pune/hotel-arohi-magarpatta,"Hotel Arohi
                                    ",Quick Bites,Magarpatta,,,,,"Maharashtrian,",250,
https://www.zomato.com/pune/yumlane-biryani-baner,"Yumlane Biryani
                                    ",NA,Baner,,,,,"Biryani,",500,
https://www.zomato.com/pune/hotel-nivant-garden-kondhwa,"Hotel Nivant Garden
                                    ",Casual Dining,Kondhwa,,,,,"Kebab,North Indian,Maharashtrian,",700,
https://www.zomato.com/pune/darbar-misal-hadapsar,"Darbar Misal
                                    ",Quick Bites,Hadapsar,,,,,"Street Food,",200,
https://www.zomato.com/pune/coffee-culture-wanowrie,"Coffee Culture
                                    ",Cafe,Wanowrie,,,,,"Beverages,Fast Food,Italian,Cafe,",800,
https://www.zomato.com/pune/hotel-kalvan-katraj,"Hotel Kalvan
                                    ",Dhaba,Katraj,,,,,"North Indian,",300,
https://www.zomato.com/pune/vee-nis-kitchen-sinhgad-road,"Vee-ni's Kitchen
                                    ",Quick Bites,Sinhgad Road,,,,,"Beverages,Fast Food,",200,
https://www.zomato.com/pune/my-food-planet-aundh,"My Food Planet
                                    ",Quick Bites,Aundh,,,,,"North Indian,Biryani,",200,
https://www.zomato.com/pune/feedos-foods-wagholi,"Feedos Foods
                                    ",NA,Wagholi,,,,,"Fast Food,Beverages,Italian,",500,
https://www.zomato.com/pune/adraq-wadgaon-sheri,"Adraq
                                    ",NA,Wadgaon Sheri,,,,,"Mughlai,North Indian,",300,
https://www.zomato.com/pune/hotel-vithal-sinhgad-road,"Hotel Vithal
                                    ",Quick Bites,Sinhgad Road,,,,,"Street Food,",100,
https://www.zomato.com/pune/foodsta-choice-of-hunger-pimple-saudagar,"Foodsta Choice Of Hunger
                                    ",NA,Pimple Saudagar,,,,,"Fast Food,",250,
https://www.zomato.com/pune/jiffy-by-grillicious-erandwane,"Jiffy By Grillicious
                                    ",Quick Bites,Erandwane,,,,,"Beverages,Fast Food,American,",500,
https://www.zomato.com/pune/hotel-archana-restaurant-bar-wakad,"Hotel Archana Restaurant & Bar
                                    ",Casual Dining,Wakad,,,,,"Malwani,North Indian,",800,
https://www.zomato.com/pune/pizza-9-baner,"Pizza 9
                                    ",Quick Bites,Baner,,,,,"Fast Food,Pizza,",450,
https://www.zomato.com/pune/tawakkal-meals-hadapsar,"Tawakkal Meals
                                    ",Quick Bites,Hadapsar,,,,,"Biryani,Maharashtrian,",300,
https://www.zomato.com/pune/engineers-cafe-balewadi,"Engineer's Cafe
                                    ",NA,Balewadi,,,,,"Coffee,Fast Food,",200,
https://www.zomato.com/pune/chaiwale-1-nigdi,"Chaiwale
                                    ",Quick Bites,Nigdi,,,,,"Tea,Fast Food,",50,
https://www.zomato.com/pune/wooden-wok-3-kondhwa,"Wooden Wok
                                    ",NA,Kondhwa,3.4,30,,,"Thai,Chinese,",300,
